OSM_id,Time Penalty
1112223,-15.0088
1112227,-5.369387755102041
1115031,-4.543746875
1115033,-10.193493749999998
162250,-30.98134
162251,-5.048312244897959
198603,-7.5289046875
215967,-6.479328000000001
215973,-7.781025000000001
215974,-10.882652
215975,-5.215744444444444
215976,-11.666684
215977,-4.402316666666666
215979,-5.453397959183674
215985,-9.788888888888888
225480,-6.817591666666667
225483,-1.7520617283950617
225486,-0.1020120000000001
225488,-5.640288888888889
225490,-6.893328
225498,-0.2399185185185186
225499,5.086211111111111
225501,2.6719920000000004
238967,-2.89868
2604664,5.001394444444445
275074,-5.9277805555555565
275085,-9.78935
275090,-8.538783673469387
275108,-6.495380555555556
275111,5.551855555555556
275115,-5.069722448979592
324298,-4.688
324300,-4.481336
324304,-3.981486111111111
324305,-4.778910204081633
324308,-6.049802469135802
324311,-9.004619444444446
324312,-11.016672000000002
324315,-8.12545277777778
409031,-8.545277777777779
409093,-4.6855975308641975
409103,-4.079633333333333
412939,-15.427982716049383
413109,-5.900687755102042
413548,-14.824088888888893
413578,-5.9966
414800,-5.895332000000001
414856,-3.540277777777778
417371,-5.808676
418290,3.546763888888889
418328,-2.1226640000000003
418330,3.1509194444444444
418332,4.070782716049382
418335,5.587030555555556
418336,2.820836111111112
418337,3.8084370370370366
418342,6.853324
418383,-6.214804938271605
418436,-3.029583673469388
418609,-7.719753086419752
418611,-5.124676000000001
418612,-3.923051851851852
418621,3.497688888888889
443911,-8.676397222222223
444513,-12.52525625
444545,-17.427165432098764
444789,-6.434695918367348
444843,-3.689996
444960,-13.892446875
446510,-4.419040816326531
446620,-4.387416326530612
446621,-4.229253061224489
447064,-8.232858333333333
450112,-10.035183333333336
450116,2.267703125
450119,-5.0588
450120,-4.635367346938775
450121,-2.1716125
450122,-5.0122421875
451776,-3.054672
451777,-3.411105555555556
451779,-7.204000000000001
451796,-15.981967346938776
451797,-5.815999999999999
452193,-8.27346049382716
452195,-4.083681632653062
452197,-7.908325
452199,-3.7340061224489793
452204,-4.2731306122448975
452207,0.5049484375
452209,1.3222138888888884
452212,2.407803125
452387,-6.718508333333334
452388,-3.925324
452390,-4.542803703703704
452392,-8.34258611111111
452393,-9.290125925925926
452395,-5.435363265306122
452412,-3.169767901234568
452417,-8.527374074074075
452421,-7.593975
452423,-7.609263888888888
453721,-6.751841666666667
453738,-5.917991999999999
454707,-11.3479171875
454866,-10.191151020408164
454868,-6.011220408163266
454869,-10.756457142857144
454870,-9.454123456790123
454871,2.1293360000000003
454872,-10.859109375
454873,-11.518367346938774
454877,-23.2182296875
454878,-5.287412244897959
454879,-12.28124375
454880,-14.0007859375
454881,-6.122222222222221
454883,-11.3549421875
454884,-9.0799359375
455279,-8.868668000000001
455422,-6.193867346938776
530915,-3.7746720000000007
533664,-3.7826591836734695
535889,-4.950005555555555
535892,-3.4958416666666667
535893,-4.584357142857143
535897,-6.421328
535901,-3.210493827160493
535929,-17.70544081632653
535931,6.258655999999999
535935,4.7690015625
535940,-6.647612244897958
537048,-4.626740740740741
537049,-6.11041875
537052,-7.4239484375
537069,-14.24300864197531
549411,-6.97315
549413,-8.941510204081633
549414,-4.500000000000001
549417,-17.11440740740741
549418,-13.9999953125
549423,-7.16268
659743,-5.993324
659744,-2.847957142857142
659753,-17.733336
941754,-4.927772222222222
